time_of_day,district,total_request,dispatched_request,total_GMV,avg_trip_factor,driver_cancel_before_accept,driver_cancel_after_accept,driver_ask_rider_cancel,cancel_rate
Night,Long Biên,142,78,1603429,1.225,0,7,0,0.04929577465
Night,Thạch Thất,1,0,,,0,0,0,0
Night,Tây Hồ,303,247,5807624,1.335714286,1,53,0,0.1782178218
Night,Sóc Sơn,53,6,447063,,0,0,0,0
Night,Phúc Thọ,1,0,,,0,0,0,0
Night,Hai Bà Trưng,467,443,10045572,1.368627451,0,73,1,0.1584582441
Night,Thanh Trì,210,173,2954879,1.233333333,3,22,0,0.119047619
Night,Đông Anh,12,4,70784,,0,0,0,0
Night,Phú Xuyên,1,0,,,0,0,0,0
Night,Hoài Đức,74,28,647003,,0,3,0,0.04054054054
Night,Ứng Hoà,1,0,,,0,0,0,0
Night,Đan Phượng,12,3,44970,,0,1,0,0.08333333333
Afternoon Peak,Hóc Môn,75,42,1387322,,0,4,0,0.05333333333
Afternoon Peak,Tân Bình,663,626,14268260,1.308505155,30,75,1,0.1598793363
Afternoon Peak,Gò Vấp,480,446,10022807,1.256164384,1,61,1,0.13125
Afternoon Peak,Quận 4,208,199,3460775,1.296969697,0,23,0,0.1105769231
Afternoon Peak,Nhà Bè,150,110,2479768,1.169230769,0,10,0,0.06666666667
Afternoon Peak,Quận 8,202,170,3940718,1.277192982,2,21,0,0.1138613861
Afternoon Peak,Tan Phu,353,332,6925438,1.204225352,4,39,0,0.1218130312
Afternoon Peak,Quận 3,566,536,11246768,1.449152542,6,76,5,0.1537102473
Afternoon Peak,Bình Thạnh,1183,1099,22182813,1.318294574,10,195,3,0.1758241758
Afternoon Peak,Phú Nhuận,313,298,6559309,1.360869565,8,26,1,0.1118210863
Afternoon Peak,Quận 5,357,337,7047580,1.303381643,0,31,0,0.08683473389
Afternoon Peak,Quận 9,232,166,4224667,1.2,1,13,0,0.06034482759
Afternoon Peak,Quận 1,957,907,20939406,1.425801749,16,99,0,0.1201671891
Afternoon Peak,Quận 7,549,506,11499474,1.264018692,0,60,1,0.1111111111
Afternoon Peak,Quận 11,162,156,3329392,1.248,0,12,0,0.07407407407
Afternoon Peak,Củ Chi,5,0,,,0,0,0,0
Afternoon Peak,Bình Chánh,199,107,2641583,1.266666667,0,7,0,0.0351758794
Afternoon Peak,Thủ Đức,415,306,7020710,1.158490566,3,33,0,0.08674698795
Afternoon Peak,Quận 12,215,164,4388815,1.192307692,1,18,0,0.08837209302
Afternoon Peak,Quận 2,348,296,8213673,1.243119266,0,37,0,0.1063218391
Afternoon Peak,Quận 10,696,656,13612459,1.358013544,6,76,1,0.1192528736
Afternoon Peak,Binh Tan,247,212,5166418,1.182758621,0,33,0,0.1336032389
Afternoon Peak,Quận 6,150,139,2839673,1.220833333,3,19,0,0.1466666667
Afternoon Peak,Quận 6,140,131,2408863,1.16,0,16,0,0.1142857143
Afternoon Peak,Quận 1,862,823,18637430,1.359889094,2,62,1,0.07540603248
Afternoon Peak,Quận 8,282,253,5121847,1.225,1,30,0,0.109929078
Afternoon Peak,Quận 5,309,293,6354998,1.275949367,0,29,1,0.09708737864
Afternoon Peak,Quận 2,307,286,7863517,1.265,1,16,0,0.05537459283
Afternoon Peak,Củ Chi,6,1,93893,,0,0,0,0
Afternoon Peak,Hóc Môn,85,52,1355854,1.1,0,1,0,0.01176470588
Afternoon Peak,Thủ Đức,388,330,7727802,1.181578947,2,35,0,0.09536082474
Afternoon Peak,Bình Thạnh,948,879,19301593,1.300835073,13,78,3,0.09915611814
Afternoon Peak,Quận 12,219,171,4307560,1.266666667,0,18,0,0.08219178082
Afternoon Peak,Tân Bình,600,566,12342083,1.254347826,13,57,0,0.1166666667
Afternoon Peak,Phú Nhuận,323,301,6514666,1.315566038,7,23,0,0.09287925697
Afternoon Peak,Quận 10,547,521,10117775,1.29581749,2,56,0,0.1060329068
Afternoon Peak,Binh Tan,262,205,5234633,1.183333333,0,23,0,0.08778625954
Afternoon Peak,Gò Vấp,498,442,10502118,1.293975904,3,44,1,0.09638554217
Afternoon Peak,Quận 4,220,203,4351086,1.294666667,11,16,0,0.1227272727
Afternoon Peak,Tan Phu,385,361,7775419,1.176271186,7,37,0,0.1142857143
Afternoon Peak,Quận 11,161,155,2807714,1.271212121,1,24,0,0.1552795031
Afternoon Peak,Nhà Bè,102,67,1786472,1.253333333,0,5,0,0.04901960784
Afternoon Peak,Quận 3,504,488,9574124,1.310703364,1,48,0,0.09722222222
Afternoon Peak,Quận 9,240,153,5100612,1.192857143,0,12,0,0.05
Afternoon Peak,Quận 7,516,478,10957405,1.237569061,6,52,2,0.1162790698
Afternoon Peak,Bình Chánh,234,114,2433287,1.256666667,0,10,0,0.04273504274
Day Off Peak,Quận 6,116,111,3177663,1.165,0,13,0,0.1120689655
Day Off Peak,Thủ Đức,321,290,8048153,1.216666667,5,29,0,0.1059190031
Day Off Peak,Quận 3,464,449,8048650,1.25,1,29,0,0.06465517241
Day Off Peak,Tân Bình,572,537,12354078,1.252189781,8,58,0,0.1153846154
Day Off Peak,Nhà Bè,118,93,2421972,1.318918919,0,4,0,0.03389830508
Day Off Peak,Tan Phu,369,351,8211968,1.246938776,2,41,0,0.1165311653
Day Off Peak,Quận 1,707,685,13021751,1.246226415,0,37,0,0.05233380481
Day Off Peak,Bình Thạnh,1014,952,21274517,1.245213849,4,83,1,0.08678500986
Day Off Peak,Bình Chánh,191,115,3217476,1.296428571,0,5,0,0.02617801047
Day Off Peak,Binh Tan,242,203,5451555,1.191891892,1,24,0,0.1033057851
Day Off Peak,Quận 8,282,243,5630137,1.244444444,5,17,0,0.0780141844
Day Off Peak,Quận 5,365,360,8534443,1.238888889,0,37,0,0.101369863
Day Off Peak,Phú Nhuận,277,266,5409154,1.250526316,1,15,0,0.05776173285
Day Off Peak,Quận 11,142,138,3013953,1.254901961,0,7,0,0.04929577465
Day Off Peak,Quận 4,248,231,4479125,1.194623656,2,18,0,0.08064516129
Day Off Peak,Hóc Môn,55,39,1185264,1.1,0,3,0,0.05454545455
Day Off Peak,Củ Chi,4,0,,,0,0,0,0
Day Off Peak,Quận 2,315,285,8243988,1.215555556,0,13,2,0.04761904762
Day Off Peak,Quận 9,287,209,6905209,1.270491803,1,18,0,0.06620209059
Day Off Peak,Quận 7,604,546,13724397,1.29379085,0,48,1,0.08112582781
Day Off Peak,Quận 10,639,613,12520105,1.276190476,1,74,0,0.117370892
Day Off Peak,Gò Vấp,468,440,11623877,1.284647303,8,29,0,0.07905982906
Day Off Peak,Quận 12,204,165,4464438,1.163157895,1,13,0,0.06862745098
Day Off Peak,Quận 2,315,281,7239339,1.291304348,2,14,1,0.05396825397
Day Off Peak,Quận 7,542,509,12590512,1.247577093,1,52,1,0.09963099631
Day Off Peak,Quận 10,608,586,11754256,1.264202335,2,62,1,0.1069078947
Day Off Peak,Thủ Đức,297,265,6683027,1.142857143,1,21,0,0.07407407407
Day Off Peak,Phú Nhuận,223,211,4528460,1.255813953,0,17,0,0.07623318386
Day Off Peak,Tân Bình,563,532,11933847,1.23715415,24,53,1,0.1385435169
Day Off Peak,Quận 4,210,197,4137687,1.211009174,1,16,0,0.08095238095
Day Off Peak,Tan Phu,302,281,7015904,1.244036697,4,21,0,0.08278145695
Day Off Peak,Bình Chánh,105,80,2137945,1.269565217,0,7,1,0.07619047619
Day Off Peak,Hóc Môn,66,42,1359093,,0,4,0,0.06060606061
Day Off Peak,Quận 1,767,748,15533745,1.244747082,3,62,0,0.08474576271
Day Off Peak,Quận 12,199,159,4865929,1.155555556,3,11,0,0.07035175879
Day Off Peak,Nhà Bè,90,66,1509613,1.2,0,2,0,0.02222222222
Day Off Peak,Gò Vấp,439,408,10933344,1.257526882,1,39,0,0.09111617312
Day Off Peak,Quận 11,133,129,2878170,1.223214286,1,8,0,0.06766917293
Day Off Peak,Quận 5,401,386,8459131,1.255450237,2,26,0,0.06982543641
Day Off Peak,Quận 3,471,455,8478602,1.221,0,32,1,0.07006369427
Day Off Peak,Binh Tan,237,214,5320227,1.154166667,2,25,0,0.1139240506
Day Off Peak,Quận 6,100,96,2225897,1.133333333,1,6,0,0.07
Day Off Peak,Quận 8,264,229,5294063,1.212676056,0,15,1,0.06060606061
Day Off Peak,Quận 9,268,196,5683674,1.206896552,1,12,0,0.04850746269
Day Off Peak,Bình Thạnh,784,742,16464681,1.254901961,1,72,0,0.0931122449
Day Off Peak,Quận 9,272,198,5260651,1.246153846,0,17,0,0.0625
Day Off Peak,Tan Phu,418,392,8057297,1.28220339,6,48,0,0.1291866029
Day Off Peak,Gò Vấp,492,465,10502184,1.260732984,6,53,0,0.1199186992
Day Off Peak,Bình Thạnh,1079,1023,21327236,1.281681034,5,134,2,0.1306765524
Day Off Peak,Quận 6,162,147,2657648,1.207142857,2,10,1,0.08024691358
Day Off Peak,Quận 3,650,631,12471241,1.376216216,24,73,1,0.1507692308
Day Off Peak,Bình Chánh,136,89,1823375,1.1375,1,10,0,0.08088235294
Day Off Peak,Thủ Đức,366,286,6874465,1.237837838,0,24,0,0.06557377049
Day Off Peak,Quận 12,264,206,4799383,1.15,0,19,0,0.07196969697
Day Off Peak,Binh Tan,249,194,4950773,1.188888889,0,20,1,0.0843373494
Day Off Peak,Quận 1,996,958,20558177,1.329659643,11,87,4,0.1024096386
Day Off Peak,Quận 4,192,179,4102753,1.260176991,2,9,0,0.05729166667
Day Off Peak,Quận 7,550,520,11736231,1.227510917,0,63,2,0.1181818182
Day Off Peak,Quận 8,254,214,5266669,1.257692308,0,16,0,0.06299212598
Day Off Peak,Tân Bình,720,682,14743078,1.317344173,29,105,0,0.1861111111
Day Off Peak,Quận 5,398,380,7904298,1.276293103,2,38,0,0.1005025126
Day Off Peak,Nhà Bè,86,61,1466365,1.116666667,0,3,0,0.03488372093
Day Off Peak,Hóc Môn,34,28,654514,,0,1,0,0.02941176471
Day Off Peak,Củ Chi,4,2,88004,,0,0,0,0
Day Off Peak,Phú Nhuận,326,313,6346763,1.301714286,9,38,2,0.1503067485
Day Off Peak,Quận 10,612,579,11132981,1.310204082,4,65,1,0.114379085
Day Off Peak,Quận 2,289,269,6822066,1.221428571,0,31,0,0.107266436
Day Off Peak,Quận 11,130,119,2434255,1.257446809,1,14,0,0.1153846154
Day Off Peak,Bình Chánh,190,106,2682025,1.239130435,0,8,0,0.04210526316
Day Off Peak,Quận 3,461,439,8760101,1.302912621,2,44,0,0.09978308026
Day Off Peak,Quận 4,231,220,4056215,1.237804878,12,20,1,0.1428571429
Day Off Peak,Thủ Đức,340,259,7062152,1.175757576,2,33,1,0.1058823529
Day Off Peak,Quận 12,275,213,4940093,1.176923077,2,18,1,0.07636363636
Day Off Peak,Hóc Môn,116,64,1406900,,0,6,0,0.05172413793
Day Off Peak,Quận 5,335,319,6503731,1.247953216,0,42,0,0.1253731343
Day Off Peak,Quận 6,128,122,3003041,1.15,1,10,0,0.0859375
Day Off Peak,Củ Chi,9,1,,,0,0,0,0
Day Off Peak,Quận 8,291,253,5489497,1.247142857,1,39,0,0.1374570447
Day Off Peak,Phú Nhuận,289,282,6434307,1.320138889,0,33,0,0.1141868512
Day Off Peak,Quận 2,361,299,7916188,1.309090909,1,17,1,0.05263157895
Day Off Peak,Nhà Bè,79,49,1469593,1.22,0,5,0,0.06329113924
Day Off Peak,Bình Thạnh,992,936,21276200,1.275227273,5,105,0,0.1108870968
Day Off Peak,Tân Bình,587,553,12298007,1.26322314,3,80,1,0.1431005111
Day Off Peak,Quận 9,339,166,5003471,1.15,1,15,0,0.04719764012
Day Off Peak,Quận 1,950,909,19754377,1.358823529,2,105,1,0.1136842105
Day Off Peak,Quận 10,694,663,13831543,1.26997389,0,60,1,0.0878962536
Day Off Peak,Gò Vấp,493,456,11043123,1.200645161,2,49,2,0.107505071
Day Off Peak,Tan Phu,397,377,8271942,1.230215827,4,37,0,0.1032745592
Day Off Peak,Binh Tan,270,235,6200502,1.186363636,0,25,0,0.09259259259
Day Off Peak,Quận 7,573,519,11413014,1.24017094,4,45,0,0.08551483421
Day Off Peak,Quận 11,164,157,3116937,1.263492063,0,11,0,0.06707317073
Day Off Peak,Quận 6,132,119,2150851,1.289473684,0,10,0,0.07575757576
Day Off Peak,Quận 5,400,382,7957774,1.304794521,1,26,0,0.0675
Day Off Peak,Quận 1,1021,969,21276448,1.377407407,1,124,0,0.1224289912
Day Off Peak,Hóc Môn,106,64,1864456,1.15,1,7,0,0.07547169811
Day Off Peak,Bình Chánh,193,106,2817087,1.242105263,0,10,1,0.05699481865
Day Off Peak,Thủ Đức,431,343,8704075,1.123809524,0,36,0,0.08352668213
Day Off Peak,Quận 10,602,577,12735853,1.372307692,7,41,1,0.08139534884
Day Off Peak,Quận 9,323,245,6963898,1.156,0,13,0,0.04024767802
Day Off Peak,Gò Vấp,549,530,12757279,1.203529412,3,54,2,0.1074681239
Day Off Peak,Nhà Bè,107,59,1603263,1.125,0,8,0,0.07476635514
Day Off Peak,Quận 2,380,330,8325308,1.290277778,1,19,0,0.05263157895
Day Off Peak,Quận 8,281,254,6398333,1.276811594,0,22,0,0.07829181495
Day Off Peak,Tân Bình,669,631,13993449,1.261716172,1,70,0,0.1061285501
Day Off Peak,Bình Thạnh,1095,1037,21910105,1.249367089,7,124,1,0.1205479452
Day Off Peak,Củ Chi,7,0,,,0,0,0,0
Day Off Peak,Tan Phu,410,391,8650228,1.226168224,0,43,1,0.1073170732
Day Off Peak,Quận 4,239,220,4448940,1.282905983,1,17,0,0.07531380753
Day Off Peak,Quận 3,545,523,10637036,1.304285714,5,65,2,0.1321100917
Day Off Peak,Quận 11,146,141,3340682,1.305333333,0,7,0,0.04794520548
Day Off Peak,Quận 12,293,209,5596354,1.163636364,0,35,0,0.1194539249
Day Off Peak,Quận 7,662,609,14609913,1.232888889,10,79,2,0.1374622356
Day Off Peak,Binh Tan,347,299,7831454,1.230188679,3,37,0,0.1152737752
Day Off Peak,Phú Nhuận,357,329,7015033,1.282941176,6,26,0,0.08963585434
Evening Off Peak,Quận 4,282,250,4074907,1.241176471,6,32,0,0.134751773
Evening Off Peak,Quận 10,795,710,14605595,1.459349593,29,104,0,0.1672955975
Evening Off Peak,Quận 12,355,215,4814620,1.256666667,2,31,0,0.09295774648
Evening Off Peak,Quận 3,642,589,9926979,1.436708861,8,111,0,0.1853582555
Evening Off Peak,Tan Phu,470,428,9570214,1.25952381,3,77,0,0.170212766
Evening Off Peak,Thủ Đức,489,379,8652339,1.16,3,48,0,0.1042944785
Evening Off Peak,Quận 1,1287,1182,22150694,1.528953771,15,222,2,0.1857031857
Evening Off Peak,Phú Nhuận,469,390,8158142,1.427179487,6,58,1,0.1385927505
Evening Off Peak,Quận 8,355,247,5137349,1.310958904,1,27,0,0.07887323944
Evening Off Peak,Quận 2,568,428,10184805,1.313793103,1,62,2,0.1144366197
Evening Off Peak,Gò Vấp,700,561,11755394,1.309424084,4,65,0,0.09857142857
Evening Off Peak,Quận 5,585,510,10036232,1.561883408,25,74,1,0.1709401709
Evening Off Peak,Quận 11,209,164,3796486,1.438888889,7,13,0,0.0956937799
Evening Off Peak,Bình Chánh,176,109,2199989,1.233333333,0,18,0,0.1022727273
Evening Off Peak,Củ Chi,4,0,,,0,0,0,0
Evening Off Peak,Bình Thạnh,1404,1228,26742726,1.406976744,27,190,1,0.1552706553
Evening Off Peak,Quận 6,308,201,3127202,1.295121951,1,23,0,0.07792207792
Evening Off Peak,Hóc Môn,112,52,1924067,1.358333333,0,1,0,0.008928571429
Evening Off Peak,Tân Bình,1000,827,19782555,1.470063694,41,100,2,0.143
Evening Off Peak,Binh Tan,468,317,7659099,1.269863014,0,54,0,0.1153846154
Evening Off Peak,Nhà Bè,107,71,1573107,1.146666667,0,4,0,0.03738317757
Evening Off Peak,Quận 7,719,656,13817282,1.275744681,5,92,0,0.1349095967
Evening Off Peak,Quận 9,302,179,5090776,1.125,1,35,0,0.119205298
Evening Off Peak,Quận 12,347,192,3937399,1.206666667,1,19,0,0.05763688761
Evening Off Peak,Quận 9,299,160,4238180,1.25,0,24,1,0.08361204013
Evening Off Peak,Quận 11,180,148,3394420,1.566,2,26,0,0.1555555556
Evening Off Peak,Quận 4,248,216,4146291,1.372340426,3,36,1,0.1612903226
Evening Off Peak,Binh Tan,348,247,6008911,1.293650794,1,34,0,0.1005747126
Evening Off Peak,Bình Chánh,139,94,1874147,1.415384615,0,9,0,0.06474820144
Evening Off Peak,Quận 6,165,137,2417687,1.255555556,4,22,0,0.1575757576
Evening Off Peak,Quận 5,431,390,9499167,1.775167785,7,58,1,0.1531322506
Evening Off Peak,Gò Vấp,727,549,11815375,1.39017341,12,95,0,0.1471801926
Evening Off Peak,Quận 7,654,544,12981510,1.351530612,7,61,0,0.1039755352
Evening Off Peak,Quận 2,491,332,8052788,1.444347826,2,31,0,0.06720977597
Evening Off Peak,Tân Bình,840,735,19528635,1.567042254,29,106,0,0.1607142857
Evening Off Peak,Hóc Môn,78,38,952554,1.15,1,3,0,0.05128205128
Evening Off Peak,Tan Phu,354,310,7023071,1.23853211,2,44,2,0.1355932203
Evening Off Peak,Thủ Đức,571,355,8024923,1.271212121,7,60,0,0.1173380035
Evening Off Peak,Phú Nhuận,384,337,8245223,1.477173913,4,41,0,0.1171875
Evening Off Peak,Bình Thạnh,1415,1126,27127486,1.577446809,6,146,3,0.109540636
Evening Off Peak,Quận 1,1500,1360,29631928,1.804911591,39,249,3,0.194
Evening Off Peak,Củ Chi,30,0,,,0,0,0,0
Evening Off Peak,Nhà Bè,97,61,1427226,1.2,0,7,0,0.07216494845
Evening Off Peak,Quận 8,296,226,4913697,1.292307692,3,35,0,0.1283783784
Evening Off Peak,Quận 10,723,661,14755581,1.646896552,42,85,0,0.1756569848
Evening Off Peak,Quận 3,822,720,12669385,1.55234657,35,111,0,0.1776155718
Evening Off Peak,Phú Nhuận,536,420,10464679,1.625482625,5,73,0,0.1455223881
Evening Off Peak,Nhà Bè,52,36,659830,1.285714286,0,3,0,0.05769230769
Evening Off Peak,Quận 5,374,335,7249273,1.526380368,6,54,0,0.1604278075
Evening Off Peak,Tân Bình,951,797,19907206,1.606635071,38,126,5,0.1777076761
Evening Off Peak,Quận 1,2424,1771,32236435,1.566834171,39,405,4,0.1848184818
Evening Off Peak,Củ Chi,12,2,128578,,0,0,0,0
Evening Off Peak,Quận 9,253,176,4276179,1.195,0,31,0,0.1225296443
Evening Off Peak,Bình Thạnh,1862,1274,29179231,1.560169492,30,166,1,0.1058002148
Evening Off Peak,Thủ Đức,504,324,7850275,1.214457831,1,45,0,0.09126984127
Evening Off Peak,Quận 12,257,138,3347654,1.173076923,2,27,0,0.1128404669
Evening Off Peak,Quận 11,155,140,3333113,1.351948052,0,22,0,0.1419354839
Evening Off Peak,Gò Vấp,811,615,12788553,1.319130435,18,92,2,0.1381011097
Evening Off Peak,Quận 2,605,376,10245251,1.522142857,4,47,0,0.08429752066
Evening Off Peak,Hóc Môn,69,23,573398,1.3,0,5,0,0.07246376812
Evening Off Peak,Binh Tan,308,229,5418581,1.314583333,1,30,0,0.1006493506
Evening Off Peak,Quận 4,225,184,3509492,1.282352941,3,29,0,0.1422222222
Evening Off Peak,Bình Chánh,88,56,1058114,1.333333333,0,6,0,0.06818181818
Evening Off Peak,Quận 3,946,690,11256676,1.570897833,36,167,2,0.2167019027
Evening Off Peak,Quận 8,212,176,3753581,1.297368421,2,29,0,0.1462264151
Evening Off Peak,Quận 7,648,549,12214574,1.362616822,11,53,1,0.100308642
Evening Off Peak,Quận 6,148,129,2656649,1.223076923,0,22,0,0.1486486486
Evening Off Peak,Tan Phu,528,390,7521806,1.292638037,4,68,0,0.1363636364
Evening Off Peak,Quận 10,893,659,15370008,1.572727273,33,95,0,0.1433370661
Evening Off Peak,Quận 7,398,385,12585940,1.5484375,4,50,1,0.1381909548
Evening Off Peak,Quận 1,1240,1094,34323554,1.692197452,23,150,7,0.1451612903
Evening Off Peak,Quận 11,102,98,2949354,1.344117647,1,10,0,0.1078431373
Evening Off Peak,Gò Vấp,454,416,11668152,1.282386364,9,58,0,0.1475770925
Evening Off Peak,Bình Chánh,73,52,1395513,1.2,0,6,0,0.08219178082
Evening Off Peak,Củ Chi,8,0,,,0,0,0,0
Evening Off Peak,Quận 2,242,210,6300360,1.35942029,4,21,0,0.1033057851
Evening Off Peak,Quận 6,81,79,2039243,1.175,0,11,0,0.1358024691
Evening Off Peak,Tân Bình,477,443,14782998,1.5,63,52,2,0.2452830189
Evening Off Peak,Bình Thạnh,802,747,23223810,1.42590799,7,111,0,0.1471321696
Evening Off Peak,Quận 4,171,168,4168278,1.293939394,3,30,1,0.1988304094
Evening Off Peak,Quận 5,201,191,5722967,1.443529412,1,27,0,0.1393034826
Evening Off Peak,Quận 12,114,81,2914898,1.2,0,18,2,0.1754385965
Evening Off Peak,Nhà Bè,53,39,904295,,0,1,0,0.01886792453
Evening Off Peak,Quận 3,432,396,11834107,1.567916667,5,59,1,0.150462963
Evening Off Peak,Phú Nhuận,244,231,7313031,1.521875,6,24,0,0.1229508197
Evening Off Peak,Thủ Đức,254,206,5425478,1.205263158,2,37,0,0.1535433071
Evening Off Peak,Quận 10,391,367,12132076,1.547234043,3,43,0,0.1176470588
Evening Off Peak,Binh Tan,212,161,4060882,1.188888889,0,32,0,0.1509433962
Evening Off Peak,Quận 8,146,126,3547754,1.206666667,0,12,0,0.08219178082
Evening Off Peak,Tan Phu,315,285,7691520,1.279831933,11,25,0,0.1142857143
Evening Off Peak,Hóc Môn,32,14,435293,,0,3,0,0.09375
Evening Off Peak,Quận 9,180,144,4162796,1.190909091,3,23,0,0.1444444444
Evening Peak,Tân Bình,926,863,20996299,1.310707071,12,70,0,0.08855291577
Evening Peak,Quận 1,1332,1255,32036252,1.396767001,5,142,0,0.1103603604
Evening Peak,Quận 11,197,185,4474735,1.32688172,4,14,1,0.09644670051
Evening Peak,Quận 3,784,742,16349735,1.332874016,2,92,1,0.1211734694
Evening Peak,Quận 6,172,164,4118084,1.229411765,5,17,0,0.1279069767
Evening Peak,Quận 2,481,397,11763100,1.2696,0,38,1,0.08108108108
Evening Peak,Bình Chánh,203,115,3239548,1.185714286,0,7,0,0.03448275862
Evening Peak,Tan Phu,493,459,10242072,1.213533835,1,53,0,0.1095334686
Evening Peak,Bình Thạnh,1260,1179,27852771,1.253093812,12,115,0,0.1007936508
Evening Peak,Quận 9,446,291,9275104,1.179069767,3,31,0,0.07623318386
Evening Peak,Quận 5,565,541,13337745,1.307022472,2,44,1,0.08318584071
Evening Peak,Quận 4,303,286,6153925,1.221985816,1,19,0,0.06600660066
Evening Peak,Binh Tan,434,324,8039822,1.192682927,1,28,0,0.0668202765
Evening Peak,Quận 8,312,277,7472527,1.235483871,0,29,1,0.09615384615
Evening Peak,Gò Vấp,691,609,15190469,1.236065574,4,60,0,0.09261939219
Evening Peak,Hóc Môn,131,67,1898976,1.171428571,0,4,0,0.03053435115
Evening Peak,Phú Nhuận,431,403,9534578,1.324742268,0,31,0,0.07192575406
Evening Peak,Củ Chi,4,1,,,0,0,0,0
Evening Peak,Quận 12,403,243,6407597,1.22173913,3,36,0,0.09677419355
Evening Peak,Quận 10,894,846,19824808,1.377114428,6,78,0,0.09395973154
Evening Peak,Thủ Đức,467,378,9546217,1.18115942,1,59,0,0.1284796574
Evening Peak,Quận 7,652,603,15957752,1.237894737,5,54,0,0.09049079755
Evening Peak,Nhà Bè,139,89,2314528,1.271428571,0,7,0,0.05035971223
Evening Peak,Quận 6,251,220,4511880,1.203636364,2,23,0,0.09960159363
Evening Peak,Binh Tan,429,384,10049516,1.167567568,7,42,1,0.1165501166
Evening Peak,Quận 3,876,825,18469574,1.468224299,4,154,3,0.1837899543
Evening Peak,Quận 9,409,312,9189492,1.234285714,1,40,1,0.1026894866
Evening Peak,Quận 7,928,817,19836242,1.2772,3,94,1,0.1056034483
Evening Peak,Tan Phu,655,609,13563774,1.22605364,2,110,0,0.1709923664
Evening Peak,Hóc Môn,102,68,1863188,1.133333333,0,8,0,0.07843137255
Evening Peak,Củ Chi,21,3,44467,,0,0,0,0
Evening Peak,Gò Vấp,672,614,15868150,1.261111111,5,74,0,0.1175595238
Evening Peak,Quận 5,635,595,15169820,1.436052632,10,56,2,0.1070866142
Evening Peak,Tân Bình,1134,992,25093286,1.410034014,32,106,1,0.1225749559
Evening Peak,Quận 2,700,565,14166245,1.30840708,2,66,2,0.1
Evening Peak,Phú Nhuận,533,490,12145684,1.437719298,7,33,0,0.07504690432
Evening Peak,Quận 11,241,220,5623318,1.306918239,3,17,4,0.09958506224
Evening Peak,Quận 12,408,283,7341639,1.241666667,0,29,0,0.07107843137
Evening Peak,Quận 10,994,891,22668185,1.49869281,3,91,0,0.09456740443
Evening Peak,Quận 4,347,317,6428988,1.266176471,2,25,1,0.08069164265
Evening Peak,Quận 1,1638,1532,38284398,1.479181495,16,201,2,0.1336996337
Evening Peak,Bình Chánh,233,138,3646913,1.213333333,2,9,0,0.04721030043
Evening Peak,Nhà Bè,113,78,2210852,1.1625,0,5,0,0.04424778761
Evening Peak,Quận 8,395,319,6870955,1.306451613,1,34,0,0.08860759494
Evening Peak,Bình Thạnh,1682,1498,35369716,1.3386604,11,179,3,0.114744352
Evening Peak,Thủ Đức,550,460,12066643,1.219117647,4,76,1,0.1472727273
Evening Peak,Tan Phu,495,444,11286758,1.311464968,1,57,0,0.1171717172
Evening Peak,Tân Bình,1189,1029,25938108,1.406750392,42,134,1,0.1488645921
Evening Peak,Quận 10,865,773,18863400,1.559448819,8,97,3,0.1248554913
Evening Peak,Củ Chi,11,2,47404,,0,1,0,0.09090909091
Evening Peak,Quận 9,426,283,7920782,1.2325,1,54,0,0.1291079812
Evening Peak,Nhà Bè,141,94,2887131,1.2125,0,7,0,0.04964539007
